Date,Value
2004-06-30,164.0
2004-07-31,170.0
2004-08-31,170.0
2004-09-30,166.0
2004-10-31,171.0
2004-11-30,183.0
2004-12-31,180.0
2005-01-31,178.0
2005-02-28,192.0
2005-03-31,186.0
2005-04-30,171.0
2005-05-31,150.0
2005-06-30,146.0
2005-07-31,170.0
2005-08-31,206.0
2005-09-30,210.0
2005-10-31,217.0
2005-11-30,253.0
2005-12-31,247.0
2006-01-31,242.0
2006-02-28,209.0
2006-03-31,244.0
2006-04-30,259.0
2006-05-31,261.0
2006-06-30,285.0
2006-07-31,298.0
2006-08-31,316.0
2006-09-30,305.0
2006-10-31,288.0
2006-11-30,288.0
2006-12-31,281.0
2007-01-31,270.0
2007-02-28,266.0
2007-03-31,282.0
2007-04-30,285.0
2007-05-31,282.0
2007-06-30,283.0
2007-07-31,285.0
2007-08-31,306.0
2007-09-30,302.0
2007-10-31,321.0
2007-11-30,341.0
2007-12-31,338.0
2008-01-31,321.0
2008-02-29,331.0
2008-03-31,343.0
2008-04-30,358.0
2008-05-31,375.0
2008-06-30,383.0
2008-07-31,380.0
2008-08-31,397.0
2008-09-30,417.0
2008-10-31,422.0
2008-11-30,426.0
2008-12-31,391.0
2009-01-31,328.0
2009-02-28,271.0
2009-03-31,225.0
2009-04-30,209.0
2009-05-31,187.0
2009-06-30,194.0
2009-07-31,245.0
2009-08-31,279.0
2009-09-30,293.0
2009-10-31,312.0
2009-11-30,362.0
2009-12-31,404.0
2010-01-31,433.0
2010-02-28,446.0
2010-03-31,471.0
2010-04-30,508.0
2010-05-31,541.0
2010-06-30,566.0
2010-07-31,591.0
2010-08-31,644.0
2010-09-30,668.0
2010-10-31,693.0
2010-11-30,723.0
2010-12-31,759.0
2011-01-31,793.0
2011-02-28,801.0
2011-03-31,830.0
2011-04-30,896.0
2011-05-31,948.0
2011-06-30,979.0
2011-07-31,1014.0
2011-08-31,1055.0
2011-09-30,1063.0
2011-10-31,1077.0
2011-11-30,1125.0
2011-12-31,1177.0
2012-01-31,1208.0
2012-02-29,1261.0
2012-03-31,1307.0
2012-04-30,1329.0
2012-05-31,1373.0
2012-06-30,1409.0
2012-07-31,1419.0
2012-08-31,1423.0
2012-09-30,1409.0
2012-10-31,1407.0
2012-11-30,1385.0
2012-12-31,1358.0
2013-01-31,1318.0
2013-02-28,1332.0
2013-03-31,1339.0
2013-04-30,1374.0
2013-05-31,1407.0
2013-06-30,1404.0
2013-07-31,1396.0
2013-08-31,1388.0
2013-09-30,1364.0
2013-10-31,1364.0
2013-11-30,1384.0
2013-12-31,1396.0
2014-01-31,1403.0
2014-02-28,1424.0
2014-03-31,1466.0
2014-04-30,1515.0
2014-05-31,1530.0
2014-06-30,1545.0
2014-07-31,1560.0
2014-08-31,1578.0
2014-09-30,1592.0
2014-10-31,1596.0
2014-11-30,1573.0
2014-12-31,1539.0
2015-01-31,1362.0
2015-02-28,1050.0
2015-03-31,857.0
2015-04-30,750.0
2015-05-31,662.0
2015-06-30,634.0
2015-07-31,649.0
2015-08-31,673.0
2015-09-30,650.0
2015-10-31,597.0
2015-11-30,566.0
2015-12-31,537.0
2016-01-31,510.0
2016-02-29,430.0
2016-03-31,384.0
2016-04-30,348.0
2016-05-31,320.0
2016-06-30,330.0
